codigo,placa,linha,latitude,longitude,dataHora,velocidade,id_migracao_trajeto,sentido,trajeto,hodometro,direcao,ignicao,timestamp
901008,,46,-23.000966,-43.368077,2025-02-17 18:08:26,27.9,,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],149908.1,312,1.0,2025-02-17 15:10:58.619845
901011,RIV8A74,22,-22.964422,-43.391945,2025-02-17 18:02:02,0.0,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],160307.4, ,0.0,2025-02-17 15:10:58.619845
901018,,35,-22.965006,-43.391369,2025-02-17 18:10:49,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],131266.5, ,1.0,2025-02-17 15:10:58.619845
901012,,52,-22.965362,-43.39169,2025-02-17 17:40:58,0.0,,ida,52 - T. DEODORO X T. ALVORADA (PARADOR) [IDA],134078.4,151,0.0,2025-02-17 15:10:58.619845
901014,,22,-23.001331,-43.328684,2025-02-17 18:10:55,30.8,,volta,22 - JARDIM OCEÂNICO X ALVORADA (PARADOR) [VOLTA],159508.7,287,1.0,2025-02-17 15:10:58.619845
901007,,22,-23.003247,-43.324069,2025-02-17 18:10:44,0.0,,volta,22 - JARDIM OCEÂNICO X ALVORADA (PARADOR) [VOLTA],152747.1,283,1.0,2025-02-17 15:10:58.619845
901009,,35,-22.947688,-43.372081,2025-02-17 18:10:54,25.7,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],116290.6,16,1.0,2025-02-17 15:10:58.619845
901013,,22,-23.003992,-43.322537,2025-02-17 18:10:41,0.2,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],152811.7,112,1.0,2025-02-17 15:10:58.619845
901010,RJM8G30,50,-22.972064,-43.400442,2025-02-17 18:08:22,0.1,,ida,50 - TERMINAL CENTRO OLIMPICO X  JARDIM OCEÂNICO (PARADOR) [IDA],166877.8,358,1.0,2025-02-17 15:10:58.619845
901015,,35,-22.878525,-43.33618,2025-02-17 18:10:54,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],164341.8,349,1.0,2025-02-17 15:10:58.619845
901047,,53,-22.88601,-43.400725,2025-02-17 18:10:29,21.3,,ida,53 - SULACAP X ALVORADA (EXPRESSO) [IDA],37275.9,189,1.0,2025-02-17 15:10:58.619845
901017,,22,-22.96476,-43.391994,2025-02-17 17:51:15,0.1,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],135144.2, ,0.0,2025-02-17 15:10:58.619845
901063,,51,-22.953374,-43.390701,2025-02-17 18:10:54,36.9,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],225262.5,27,1.0,2025-02-17 15:10:58.619845
902319,,51,-22.922609,-43.397667,2025-02-17 18:10:30,58.7,,ida,51 - T. DEODORO X T. RECREIO (PARADOR) [IDA],15022.0,201,1.0,2025-02-17 15:10:58.619845
901006,RJA9F56,22,-23.000314,-43.34341,2025-02-17 18:10:45,27.2,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],155131.1,90,1.0,2025-02-17 15:10:58.619845
901005,RJB8E53,35,-22.915297,-43.361227,2025-02-17 18:10:39,32.9,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],195519.0,204,1.0,2025-02-17 15:10:58.619845
901004,RJQ8J80,53,-23.00073,-43.368473,2025-02-17 15:48:24,16.5,,volta,53 - ALVORADA X SULACAP (EXPRESSO) [VOLTA],174478.1,228,1.0,2025-02-17 15:10:58.619845
902095,,40,-22.876911,-43.329769,2025-02-17 18:02:35,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],93648.7, ,0.0,2025-02-17 15:10:58.619845
902375,,71,-22.820715,-43.324889,2025-02-17 18:10:37,0.0,,volta,71 - TIG X VIGÁRIO GERAL / PRAÇA DOIS (EXPRESSO) [VOLTA],1872.1,292,1.0,2025-02-17 15:10:58.619845
13409,KPY9733,10,-22.915786,-43.628365,2023-04-27 00:10:13,0.0,,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),22420.5, ,,2025-02-17 15:10:58.619845
KXM6403 SAVEIRO,KXM6403,0,-23.000818,-43.363584,2025-02-17 17:15:00,0.0,,,,19507.0, ,0.0,2025-02-17 15:10:58.619845
902090,,35,-23.001982,-43.366106,2025-02-17 16:57:14,0.0,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],92068.8, ,0.0,2025-02-17 15:10:58.619845
KRA7040 - GOL,KRA7040,0,-22.956989,-43.390444,2025-02-17 17:10:54,0.0,,,,48513.2, ,0.0,2025-02-17 15:10:58.619845
902334,,60,-22.898438,-43.211696,2025-02-17 17:45:26,0.0,,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],59390.7,128,0.0,2025-02-17 15:10:58.619845
LSG7008 ACELLO INFRA,LSG7008,0,-22.964554,-43.391436,2025-01-18 20:03:03,0.0,,,,49467.5, ,0.0,2025-02-17 15:10:58.619845
KXE9191 PKP,KXE9191,0,-22.971526,-43.401484,2025-02-17 18:10:47,47.9,,,,11140.7,217,1.0,2025-02-17 15:10:58.619845
901057,,52,-23.000682,-43.368469,2025-02-17 12:40:22,21.6,,volta,52 - T. ALVORADA X T. DEODORO (PARADOR) [VOLTA],208074.9,245,1.0,2025-02-17 15:10:58.619845
901003,RKM8C54,22,-23.000929,-43.366785,2025-02-17 18:09:08,22.6,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],163452.5,81,1.0,2025-02-17 15:10:58.619845
902455,,31,-23.002561,-43.365854,2025-02-17 18:10:30,0.0,,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],61071.2, ,1.0,2025-02-17 15:10:58.619845
KWB9798 - APOIO VAN,KWB9798,0,-23.000785,-43.364939,2025-02-17 17:21:22,0.0,,,,4072.0,115,0.0,2025-02-17 15:10:58.619845
901002,,53,-22.888802,-43.400876,2025-02-17 18:10:56,59.4,,volta,53 - ALVORADA X SULACAP (EXPRESSO) [VOLTA],139338.4,355,1.0,2025-02-17 15:10:58.619845
902313,,71,-22.821047,-43.324432,2025-02-17 18:04:46,0.0,,volta,71 - TIG X VIGÁRIO GERAL / PRAÇA DOIS (EXPRESSO) [VOLTA],76503.9,287,0.0,2025-02-17 15:10:58.619845
902103,,41,-23.008611,-43.440363,2025-02-17 18:03:33,0.0,,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],100175.1, ,0.0,2025-02-17 15:10:58.619845
901001,RJD7J89,22,-22.96518,-43.39107,2025-02-17 17:33:41,0.0,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],148091.6, ,0.0,2025-02-17 15:10:58.619845
901050,,22,-22.964471,-43.391953,2025-02-17 17:11:39,0.0,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],167449.4, ,0.0,2025-02-17 15:10:58.619845
901077,,52,-22.964579,-43.392225,2025-02-17 17:59:25,0.0,,ida,52 - T. DEODORO X T. ALVORADA (PARADOR) [IDA],144713.7, ,0.0,2025-02-17 15:10:58.619845
903045,,17,-22.90369,-43.566422,2025-02-17 18:10:45,0.3,,ida,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [IDA],73683.3,250,1.0,2025-02-17 15:10:58.619845
902119,,40,-23.001016,-43.368101,2025-02-17 18:02:26,16.6,,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],98574.9,311,1.0,2025-02-17 15:10:58.619845
901058,,51,-23.008373,-43.440624,2025-02-17 13:33:53,0.0,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],213238.7,254,0.0,2025-02-17 15:10:58.619845
902105,,40,-23.001354,-43.367055,2025-02-17 13:21:57,0.0,,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],95367.3,91,1.0,2025-02-17 15:10:58.619845
901071,,53,-22.994349,-43.365969,2025-02-17 18:10:48,43.6,,ida,53 - SULACAP X ALVORADA (EXPRESSO) [IDA],204480.6,181,1.0,2025-02-17 15:10:58.619845
903027,,38,-22.876951,-43.330188,2025-01-30 04:54:46,0.0,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],177751.5, ,0.0,2025-02-17 15:10:58.619845
901066,,51,-22.965715,-43.391385,2025-02-17 18:05:37,0.0,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],194096.2, ,0.0,2025-02-17 15:10:58.619845
903026,,42,-22.839696,-43.239634,2025-02-17 17:21:55,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],213367.8, ,0.0,2025-02-17 15:10:58.619845
903029,,42,-22.838828,-43.240312,2025-02-17 18:10:49,26.8,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],145947.2,126,1.0,2025-02-17 15:10:58.619845
902116,,41,-23.008681,-43.440465,2025-02-17 18:10:40,0.0,,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],102753.3, ,1.0,2025-02-17 15:10:58.619845
902115,,0,-22.876017,-43.329414,2024-08-31 07:33:01,0.0,,,,54751.3, ,0.0,2025-02-17 15:10:58.619845
903028,,42,-22.863095,-43.331959,2025-02-17 18:07:36,45.6,,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],211967.1,52,1.0,2025-02-17 15:10:58.619845
901061,,51,-23.008579,-43.440287,2025-02-17 12:38:13,0.0,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],234686.9, ,0.0,2025-02-17 15:10:58.619845
903030,,42,-22.814625,-43.24617,2025-02-17 18:10:52,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],0.0,124,1.0,2025-02-17 15:10:58.619845
903057,,17,-22.920533,-43.60797,2023-06-26 07:59:59,0.0,,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],12199.8, ,,2025-02-17 15:10:58.619845
901051,,35,-23.002331,-43.365195,2025-02-17 18:08:05,0.0,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],151227.8,47,1.0,2025-02-17 15:10:58.619845
901064,,52,-23.001407,-43.364442,2025-02-17 12:43:48,14.3,,volta,52 - T. ALVORADA X T. DEODORO (PARADOR) [VOLTA],222691.2,67,1.0,2025-02-17 15:10:58.619845
902107,,40,-22.964775,-43.391828,2025-02-17 17:29:51,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],104149.3, ,0.0,2025-02-17 15:10:58.619845
901049,,50,-22.973125,-43.399533,2025-02-17 18:10:22,44.1,,ida,50 - TERMINAL CENTRO OLIMPICO X  JARDIM OCEÂNICO (PARADOR) [IDA],97792.5,114,1.0,2025-02-17 15:10:58.619845
901073,,53,-23.002187,-43.365941,2025-02-17 18:08:32,0.0,,volta,53 - ALVORADA X SULACAP (EXPRESSO) [VOLTA],25594.0, ,0.0,2025-02-17 15:10:58.619845
901048,,51,-23.008406,-43.4408,2025-02-17 17:13:31,0.0,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],170184.7, ,0.0,2025-02-17 15:10:58.619845
901065,,53,-22.971905,-43.400427,2025-02-17 18:09:38,6.2,,volta,53 - ALVORADA X SULACAP (EXPRESSO) [VOLTA],199512.0,5,1.0,2025-02-17 15:10:58.619845
903031,,38,-22.877015,-43.329906,2025-02-17 16:51:48,0.0,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],156251.5,160,0.0,2025-02-17 15:10:58.619845
902092,,41,-22.892017,-43.348157,2025-02-17 18:10:42,0.0,,ida,41 - PAULO DA PORTELA X TERMINAL RECREIO (EXPRESSO) [IDA],96172.0,207,1.0,2025-02-17 15:10:58.619845
903032,,42,-22.837697,-43.290059,2025-02-17 18:10:38,35.0,,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],137165.3,96,1.0,2025-02-17 15:10:58.619845
901075,,53,-23.001972,-43.365879,2025-02-17 17:37:59,0.0,,volta,53 - ALVORADA X SULACAP (EXPRESSO) [VOLTA],226854.7, ,0.0,2025-02-17 15:10:58.619845
903055,,17,-22.927051,-43.652323,2025-02-17 18:10:57,31.2,,ida,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [IDA],63038.2,242,1.0,2025-02-17 15:10:58.619845
902112,,40,-22.876349,-43.3298,2025-02-17 17:37:05,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],96284.0, ,0.0,2025-02-17 15:10:58.619845
903037,,17,-22.922302,-43.67961,2025-02-17 18:10:57,0.0,,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],79785.3,327,1.0,2025-02-17 15:10:58.619845
903002,,42,-22.857531,-43.257598,2025-02-17 18:10:28,0.0,,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],25669.5,88,1.0,2025-02-17 15:10:58.619845
901080,,53,-22.88362,-43.399542,2025-02-17 17:58:12,0.0,,ida,53 - SULACAP X ALVORADA (EXPRESSO) [IDA],201948.5, ,0.0,2025-02-17 15:10:58.619845
902110,,40,-23.002219,-43.36692,2025-02-17 17:18:05,0.0,,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],95138.7, ,0.0,2025-02-17 15:10:58.619845
902114,,40,-22.876854,-43.33004,2025-02-17 18:03:11,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],83498.6, ,0.0,2025-02-17 15:10:58.619845
902078,,35,-23.002141,-43.365365,2025-02-17 18:00:00,0.0,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],98073.7, ,1.0,2025-02-17 15:10:58.619845
902111,,40,-22.964416,-43.391846,2025-02-17 18:04:54,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],98718.2, ,0.0,2025-02-17 15:10:58.619845
902025,,43,-22.839762,-43.240161,2025-02-17 18:04:53,0.0,,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],90075.7, ,0.0,2025-02-17 15:10:58.619845
903054,,17,-22.918328,-43.607133,2025-02-17 17:31:23,0.0,,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],135941.6,187,0.0,2025-02-17 15:10:58.619845
903021,,38,-22.876103,-43.329665,2024-12-04 15:04:51,0.0,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],156790.4, ,0.0,2025-02-17 15:10:58.619845
903056,,14,-23.008006,-43.440176,2025-02-17 17:47:25,0.0,,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],140274.6, ,0.0,2025-02-17 15:10:58.619845
903000,,42,-22.876313,-43.330284,2025-02-17 18:10:57,26.7,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],160670.8,240,1.0,2025-02-17 15:10:58.619845
903058,,17,-22.916564,-43.683714,2025-02-17 18:10:56,17.0,,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],70967.6,342,1.0,2025-02-17 15:10:58.619845
901072,,53,-22.973263,-43.379761,2025-02-17 18:10:43,36.1,,ida,53 - SULACAP X ALVORADA (EXPRESSO) [IDA],177104.5,88,1.0,2025-02-17 15:10:58.619845
902045,,41,-22.880465,-43.341655,2025-02-17 18:10:42,34.2,,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],113583.9,351,1.0,2025-02-17 15:10:58.619845
903008,,42,-22.87322,-43.336059,2025-02-17 18:10:43,35.2,,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],156184.1,329,1.0,2025-02-17 15:10:58.619845
903007,,42,-22.876239,-43.329509,2025-02-17 14:31:44,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],187800.8,332,0.0,2025-02-17 15:10:58.619845
903004,,38,-22.80392,-43.341448,2025-02-17 18:10:49,0.0,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],144552.8,304,1.0,2025-02-17 15:10:58.619845
903006,,38,-22.876528,-43.329513,2025-02-17 14:18:57,0.0,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],163333.9,84,0.0,2025-02-17 15:10:58.619845
901046,,35,-22.964593,-43.392154,2025-02-17 17:59:52,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],2928.3,86,0.0,2025-02-17 15:10:58.619845
903005,,42,-22.877729,-43.336587,2025-02-17 18:10:55,0.0,,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],149565.6,210,1.0,2025-02-17 15:10:58.619845
903022,,42,-22.837775,-43.28903,2025-02-17 18:10:47,50.1,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],211200.2,283,1.0,2025-02-17 15:10:58.619845
903035,,17,-22.9172,-43.684445,2025-02-17 18:10:36,0.0,,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],11679.5,166,1.0,2025-02-17 15:10:58.619845
901059,,51,-22.96495,-43.391446,2025-02-17 17:24:31,0.1,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],222013.7,72,0.0,2025-02-17 15:10:58.619845
903003,,42,-22.851776,-43.262976,2025-02-17 18:10:39,38.8,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],144146.7,324,1.0,2025-02-17 15:10:58.619845
901019,,22,-22.964594,-43.392027,2025-02-17 17:48:02,0.0,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],164071.8, ,0.0,2025-02-17 15:10:58.619845
901020,,22,-22.965249,-43.391706,2025-02-17 17:55:51,0.0,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],133625.4,150,0.0,2025-02-17 15:10:58.619845
901021,,50,-22.965046,-43.391404,2025-02-17 17:48:56,0.0,,ida,50 - TERMINAL CENTRO OLIMPICO X  JARDIM OCEÂNICO (PARADOR) [IDA],150939.9, ,0.0,2025-02-17 15:10:58.619845
901022,,53,-23.002251,-43.366034,2025-02-17 16:16:53,0.0,,volta,53 - ALVORADA X SULACAP (EXPRESSO) [VOLTA],188228.0,264,0.0,2025-02-17 15:10:58.619845
901023,,51,-23.008585,-43.440283,2025-02-17 17:37:43,0.0,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],219629.6, ,0.0,2025-02-17 15:10:58.619845
901024,,35,-22.952468,-43.374778,2025-02-17 18:10:54,16.2,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],131334.2,216,1.0,2025-02-17 15:10:58.619845
901025,,22,-23.006484,-43.313778,2025-02-17 18:10:44,0.0,,volta,22 - JARDIM OCEÂNICO X ALVORADA (PARADOR) [VOLTA],171360.8, ,1.0,2025-02-17 15:10:58.619845
901026,,35,-22.964922,-43.391916,2025-02-17 18:02:18,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],214315.6, ,0.0,2025-02-17 15:10:58.619845
901027,,22,-23.000065,-43.349108,2025-02-17 18:10:49,46.6,,volta,22 - JARDIM OCEÂNICO X ALVORADA (PARADOR) [VOLTA],187847.3,271,1.0,2025-02-17 15:10:58.619845
901028,,50,-22.982089,-43.365797,2025-02-17 18:10:40,49.2,,ida,50 - TERMINAL CENTRO OLIMPICO X  JARDIM OCEÂNICO (PARADOR) [IDA],148088.9,180,1.0,2025-02-17 15:10:58.619845
903001,,42,-22.839166,-43.240018,2025-02-17 18:10:53,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],164640.7, ,1.0,2025-02-17 15:10:58.619845
901029,,52,-23.002202,-43.366087,2025-02-17 17:22:32,0.0,,volta,52 - T. ALVORADA X T. DEODORO (PARADOR) [VOLTA],178832.5, ,0.0,2025-02-17 15:10:58.619845
901030,,51,-22.964681,-43.391593,2025-02-15 07:00:14,0.0,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],112787.0, ,0.0,2025-02-17 15:10:58.619845
901031,,35,-23.008335,-43.440444,2025-02-17 17:17:24,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],168780.1, ,0.0,2025-02-17 15:10:58.619845
901032,,22,-23.006684,-43.312625,2025-02-17 18:10:52,4.4,,volta,22 - JARDIM OCEÂNICO X ALVORADA (PARADOR) [VOLTA],175007.0,262,1.0,2025-02-17 15:10:58.619845
901033,,35,-22.983765,-43.365715,2025-02-17 18:10:42,0.0,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],168992.7,357,1.0,2025-02-17 15:10:58.619845
901034,,52,-22.883838,-43.399673,2025-02-17 17:19:07,0.0,,volta,52 - T. ALVORADA X T. DEODORO (PARADOR) [VOLTA],187603.4, ,0.0,2025-02-17 15:10:58.619845
901035,,53,-22.965225,-43.3912,2025-02-17 16:43:01,0.0,,ida,53 - SULACAP X ALVORADA (EXPRESSO) [IDA],174386.6,67,0.0,2025-02-17 15:10:58.619845
901036,,35,-23.002082,-43.365388,2025-02-17 17:11:59,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],162844.7, ,0.0,2025-02-17 15:10:58.619845
901037,,35,-22.921824,-43.371136,2025-02-17 18:10:48,51.8,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],157335.2,59,1.0,2025-02-17 15:10:58.619845
901038,,35,-22.964529,-43.391868,2025-02-17 17:49:22,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],178387.6, ,0.0,2025-02-17 15:10:58.619845
901039,,52,-22.96479,-43.392154,2025-02-17 16:36:33,0.0,,ida,52 - T. DEODORO X T. ALVORADA (PARADOR) [IDA],166984.1,339,0.0,2025-02-17 15:10:58.619845
901040,,35,-22.888884,-43.346262,2025-02-17 18:10:42,24.2,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],177639.1,206,1.0,2025-02-17 15:10:58.619845
901041,,35,-22.892517,-43.348342,2025-02-17 18:10:51,7.8,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],161240.7,26,1.0,2025-02-17 15:10:58.619845
901042,,53,-22.975815,-43.364414,2025-02-17 18:10:38,52.3,,volta,53 - ALVORADA X SULACAP (EXPRESSO) [VOLTA],163591.4,21,1.0,2025-02-17 15:10:58.619845
901043,,51,-22.965107,-43.39136,2025-02-17 17:15:13,0.0,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],142986.3,74,0.0,2025-02-17 15:10:58.619845
901054,,22,-22.965248,-43.391429,2025-02-17 18:07:13,0.0,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],3128.3,57,0.0,2025-02-17 15:10:58.619845
903009,,42,-22.83993,-43.239566,2025-02-17 15:33:28,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],201974.7,144,0.0,2025-02-17 15:10:58.619845
903010,,42,-22.850346,-43.309018,2025-02-17 18:10:38,8.6,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],52350.8,234,1.0,2025-02-17 15:10:58.619845
903011,,42,-22.840404,-43.239735,2025-02-17 18:10:51,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],212015.8,230,1.0,2025-02-17 15:10:58.619845
903012,,42,-22.87687,-43.329738,2025-02-17 18:10:44,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],184480.4,349,1.0,2025-02-17 15:10:58.619845
903015,,14,-23.008359,-43.440577,2025-02-17 17:55:31,0.0,,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],151022.5, ,0.0,2025-02-17 15:10:58.619845
903016,,38,-22.876587,-43.329512,2025-02-17 11:07:04,0.0,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],204308.9,92,0.0,2025-02-17 15:10:58.619845
903017,,42,-22.839504,-43.239855,2025-02-17 13:23:58,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],152873.0,167,0.0,2025-02-17 15:10:58.619845
903018,,38,-22.876629,-43.329403,2025-02-13 06:00:10,0.0,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],97439.5, ,0.0,2025-02-17 15:10:58.619845
903019,,42,-22.839182,-43.239903,2025-02-17 18:04:16,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],116942.5, ,0.0,2025-02-17 15:10:58.619845
903020,,42,-22.839742,-43.239807,2025-02-17 18:06:11,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],75275.1, ,0.0,2025-02-17 15:10:58.619845
903023,,42,-22.855122,-43.252508,2025-02-17 18:10:46,0.0,,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],147974.5,106,1.0,2025-02-17 15:10:58.619845
903024,,67,-22.92022,-43.608286,2025-02-11 05:25:54,0.0,,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],123194.5, ,0.0,2025-02-17 15:10:58.619845
903025,,14,-23.00788,-43.440055,2025-02-17 17:51:30,0.0,,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],78886.0, ,0.0,2025-02-17 15:10:58.619845
903013,,42,-22.821733,-43.232541,2025-02-17 18:10:45,0.1,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],199593.4,310,1.0,2025-02-17 15:10:58.619845
903014,,42,-22.839447,-43.239849,2025-02-17 17:56:56,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],221923.9, ,0.0,2025-02-17 15:10:58.619845
902097,,43,-22.964699,-43.391845,2025-02-17 17:17:28,0.0,,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],92270.3, ,0.0,2025-02-17 15:10:58.619845
901045,,22,-22.964714,-43.391832,2025-02-17 18:09:24,0.0,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],170272.8,329,0.0,2025-02-17 15:10:58.619845
901053,,52,-23.002225,-43.36643,2025-02-17 12:45:24,0.0,,volta,52 - T. ALVORADA X T. DEODORO (PARADOR) [VOLTA],125918.4,218,0.0,2025-02-17 15:10:58.619845
901060,,51,-23.001446,-43.367347,2025-02-17 17:55:58,25.0,,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],221810.5,83,1.0,2025-02-17 15:10:58.619845
903052,,17,-22.925378,-43.64989,2025-02-17 18:10:56,6.3,,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],87714.4,21,1.0,2025-02-17 15:10:58.619845
903060,,17,-22.926633,-43.67869,2025-02-17 18:10:50,32.1,,volta,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA],148279.5,147,1.0,2025-02-17 15:10:58.619845
903063,,14,-23.008273,-43.441227,2025-02-17 17:10:59,0.0,,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],134876.3, ,0.0,2025-02-17 15:10:58.619845
901000,,22,-22.965113,-43.391138,2025-02-17 18:10:44,0.0,,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],153654.1, ,1.0,2025-02-17 15:10:58.619845
